Reference,Document Number,Posting Date,Amount in local currency,Funds Center,G/L Account,Text,Document Header Text
0002000477,110001238.0,2025-03-07,594.0,10200007.0,A73101,"*Req.from  10.03.25 To  13.03.25 to   CIDB HQ, THE",TR0000066946
0002000482,110001239.0,2025-03-07,594.0,10200007.0,A73101,*Req.from  10.03.25 To  13.03.25 to   CIDB 520 THE,TR0000066948
0005000392,110001396.0,2025-03-11,-400.0,10200020.0,A73101,*Trip from 10.02.25 To  13.02.25 to   Bau dan Punc,TR0000067061
0005000431,110001398.0,2025-03-11,-400.0,10200020.0,A73101,"*Trip from 18.02.25 To  20.02.25 to   Kuching, Sar",TR0000067065
0005000454,110001400.0,2025-03-11,-400.0,10200020.0,A73101,"*Trip from 18.02.25 To  20.02.25 to   SAMARAHAN, S",TR0000067067
0005000425,110001402.0,2025-03-11,-450.0,10200020.0,A73101,*Trip from 18.02.25 To  20.02.25 to   SERIAN/SAMAR,TR0000067071
0005000208,110001408.0,2025-03-11,-550.0,10200020.0,A73101,*Trip from 20.01.25 To  23.01.25 to   BINTULU,TR0000067083
0002000111,110001417.0,2025-03-11,-300.0,10130003.0,A73101,*Trip from 25.02.25 To  27.02.25 to   CIDB KEDAH,TR0000067091
0002000112,110001421.0,2025-03-11,-300.0,10130003.0,A73101,*Trip from 25.02.25 To  27.02.25 to   CIDB Negeri,TR0000067099
0002000070,110002382.0,2025-03-12,-477.0,10130001.0,A73101,*Trip from 17.02.25 To  19.02.25 to   Terengganu,TR0000067168
0005000435,110002422.0,2025-03-13,-400.0,10200020.0,A73101,*Trip from 18.02.25 To  20.02.25 to   KOTA SAMARAH,TR0000067231
0002000546,110002436.0,2025-03-14,200.0,10130003.0,A73101,*Req.from  16.03.25 To  17.03.25 to   CIDB Pulau P,TR0000067253
0002000491,110002437.0,2025-03-14,200.0,10130003.0,A73101,*Req.from  16.03.25 To  18.03.25 to   CIDB Pulau P,TR0000067255
0008000074,110002438.0,2025-03-14,400.0,10150009.0,A73101,*Req.from  16.03.25 To  18.03.25 to   JOHOR BAHRU,TR0000067257
0002000071,110002449.0,2025-03-14,-540.0,10130001.0,A73101,*Trip from 17.02.25 To  19.02.25 to   KEMAMAN,TR0000067281
0002000439,110002490.0,2025-03-17,-500.0,10200001.0,A73101,*Trip from 10.03.25 To  13.03.25 to   KUALA LUMPUR,TR0000067330
0002000577,110002497.0,2025-03-17,200.0,10200010.0,A73101,*Req.from  19.03.25 To  20.03.25 to   CIDB Negeri,TR0000067350
0002000566,110002498.0,2025-03-17,200.0,10200010.0,A73101,*Req.from  19.03.25 To  20.03.25 to   MELAKA,TR0000067350
0002000576,110002499.0,2025-03-17,200.0,10200010.0,A73101,*Req.from  19.03.25 To  20.03.25 to   MELAKA,TR0000067350
0002000460,110002504.0,2025-03-17,-590.0,10200010.0,A73101,*Trip from 10.03.25 To  13.03.25 to   CIDB HQ,TR0000067356
0002000583,110002514.0,2025-03-17,200.0,10130001.0,A73101,*Req.from  20.03.25 To  21.03.25 to   CIDB P.Pinan,TR0000067369
0002000575,110002515.0,2025-03-17,200.0,10200010.0,A73101,*Req.from  19.03.25 To  20.03.25 to   MELAKA,TR0000067371
0002000477,110002562.0,2025-03-20,-594.0,10200007.0,A73101,"*Trip from 10.03.25 To  13.03.25 to   CIDB HQ, THE",TR0000067439
0002000482,110002563.0,2025-03-20,-594.0,10200007.0,A73101,*Trip from 10.03.25 To  13.03.25 to   CIDB 520 THE,TR0000067441
0005000494,110002575.0,2025-03-20,-500.0,10200021.0,A73101,*Trip from 18.02.25 To  21.02.25 to   KUCHING,TR0000067471
0001000031,110002596.0,2025-03-24,-1000.0,10110001.0,A73101,"*Trip from 10.02.25 To  14.02.25 to   Kuching, Sar",TR0000067491
0002000388,110002605.0,2025-03-24,-430.0,10130003.0,A73101,*Trip from 10.03.25 To  12.03.25 to   Pejabat CIDB,TR0000067505
0002000424,110002617.0,2025-03-24,-400.0,10130003.0,A73101,*Trip from 10.03.25 To  12.03.25 to   CIDB Negeri,TR0000067511
0002000419,110002622.0,2025-03-24,-450.0,10130003.0,A73101,*Trip from 10.03.25 To  12.03.25 to   CIDB NEGERI,TR0000067521
0002000420,110002623.0,2025-03-24,-230.0,10130003.0,A73101,*Trip from 13.03.25 To  14.03.25 to   CIDB JOHOR,TR0000067521
0002000451,110002649.0,2025-03-25,-594.0,10200004.0,A73101,*Trip from 10.03.25 To  13.03.25 to   CIDB IBU PEJ,TR0000067552
0002000440,110002651.0,2025-03-25,-648.0,10200004.0,A73101,*Trip from 10.03.25 To  13.03.25 to   Kuala Lumpur,TR0000067559
0002000431,110002652.0,2025-03-25,-250.0,10130003.0,A73101,*Trip from 13.03.25 To  14.03.25 to   CIDB JOHOR,TR0000067558
0002000491,110002653.0,2025-03-25,-200.0,10130003.0,A73101,*Trip from 16.03.25 To  17.03.25 to   CIDB Pulau P,TR0000067558
0008000074,110002847.0,2025-03-25,-400.0,10150009.0,A73101,*Trip from 16.03.25 To  18.03.25 to   JOHOR BAHRU,TR0000067577
0002000446,110002853.0,2025-03-25,-450.0,10130003.0,A73101,*Trip from 12.03.25 To  14.03.25 to   PEJABAT CIDB,TR0000067591
0002000454,110002857.0,2025-03-25,-200.0,10130003.0,A73101,*Trip from 12.03.25 To  14.03.25 to   Perak,TR0000067595
0002000442,110002872.0,2025-03-25,-648.0,10200004.0,A73101,*Trip from 10.03.25 To  13.03.25 to   IBU PEJABAT,TR0000067615
0002000546,110002897.0,2025-03-26,-200.0,10130003.0,A73101,*Trip from 16.03.25 To  17.03.25 to   CIDB Pulau P,TR0000067641
0002000665,110002912.0,2025-03-27,160.0,10200010.0,A73101,*Req.from  07.04.25 To  08.04.25 to   Pulau Pinang,TR0000067660
0002000577,110002913.0,2025-03-27,-200.0,10200010.0,A73101,*Trip from 19.03.25 To  20.03.25 to   CIDB Negeri,TR0000067662
0002000566,110002914.0,2025-03-27,-200.0,10200010.0,A73101,*Trip from 19.03.25 To  20.03.25 to   MELAKA,TR0000067662
0002000576,110002915.0,2025-03-27,-200.0,10200010.0,A73101,*Trip from 19.03.25 To  20.03.25 to   MELAKA,TR0000067662
0002000461,110002922.0,2025-03-27,-860.0,10130007.0,A73101,"*Trip from 05.03.25 To  09.03.25 to   Qingdao, Sha",TR0000067672
0002000583,110002931.0,2025-03-27,-200.0,10130001.0,A73101,*Trip from 20.03.25 To  21.03.25 to   CIDB P.Pinan,TR0000067680
0002000648,110002977.0,2025-04-07,350.0,10130001.0,A73101,*Req.from  08.04.25 To  10.04.25 to   CIDB Negeri,TR0000067744
0002000657,110002978.0,2025-04-07,400.0,10130001.0,A73101,*Req.from  08.04.25 To  10.04.25 to   CIDB Negeri,TR0000067746
0002000659,110002979.0,2025-04-07,350.0,10130001.0,A73101,*Req.from  08.04.25 To  10.04.25 to   CIDB NEGERI,TR0000067748
0005000685,110002980.0,2025-04-07,1795.5,10160003.0,A73101,*Req.from  10.05.25 To  17.05.25 to   CIDB Kuching,TR0000067750
0006000060,110002981.0,2025-04-07,230.0,10120001.0,A73101,*Req.from  10.04.25 To  11.04.25 to   sabah,TR0000067752
0004000075,110003095.0,2025-04-10,1275.0,10170004.0,A73101,*Req.from  12.04.25 To  22.04.25 to   Dubai & Arab,TR0000067825
0002000774,110003141.0,2025-04-14,300.0,10200010.0,A73101,*Req.from  15.04.25 To  17.04.25 to   Daerah Raub,TR0000067853
0002000719,110003142.0,2025-04-14,500.0,10200010.0,A73101,"*Req.from  15.04.25 To  18.04.25 to   GUANZHOU, CH",TR0000067853
0002000766,110003143.0,2025-04-14,400.0,10200010.0,A73101,*Req.from  15.04.25 To  17.04.25 to   Raub Dan Ben,TR0000067853
0002000783,110003144.0,2025-04-14,300.0,10200010.0,A73101,*Req.from  15.04.25 To  17.04.25 to   Bentong dan,TR0000067855
0002000797,110003149.0,2025-04-14,600.0,10200002.0,A73101,*Req.from  20.04.25 To  23.04.25 to   DAERAH KULIM,TR0000067865
0002000011,110003166.0,2025-04-14,-1200.0,10130007.0,A73101,"*Req.from  12.01.25 To  17.01.25 to   Kuching, Sib",TR0000067883
0006000073,110003182.0,2025-04-14,250.0,10120002.0,A73101,*Req.from  16.04.25 To  18.04.25 to   CIDB MELAKA,TR0000067897
0008000100,110003183.0,2025-04-14,800.0,10150009.0,A73101,*Req.from  14.04.25 To  17.04.25 to   Pej. CIDB Sa,TR0000067899
0002000575,110003184.0,2025-04-14,-200.0,10200010.0,A73101,*Trip from 21.03.25 To  22.03.25 to   MELAKA,TR0000067901
0002000843,110003189.0,2025-04-15,600.0,10200023.0,A73101,*Req.from  21.04.25 To  25.04.25 to   Sri Simangga,TR0000067907
0002000822,110003190.0,2025-04-15,600.0,10200023.0,A73101,*Req.from  21.04.25 To  25.04.25 to   KUCHING,TR0000067910
0002000874,110003203.0,2025-04-15,550.0,10200009.0,A73101,*Req.from  21.04.25 To  25.04.25 to   kuala lumpur,TR0000067924
0002000885,110003214.0,2025-04-16,432.0,10200002.0,A73101,*Req.from  20.04.25 To  23.04.25 to   DAERAH KULIM,TR0000067926
0002000880,110003215.0,2025-04-16,400.0,10200002.0,A73101,"*Req.from  20.04.25 To  23.04.25 to   Kulim, Kedah",TR0000067928
0002000882,110003216.0,2025-04-16,300.0,10200002.0,A73101,"*Req.from  20.04.25 To  23.04.25 to   Kulim, Kedah",TR0000067930
0002000892,110003217.0,2025-04-16,400.0,10200002.0,A73101,*Req.from  20.04.25 To  23.04.25 to   Daerah Kulim,TR0000067932
0002000883,110003221.0,2025-04-16,600.0,10200010.0,A73101,*Req.from  21.04.25 To  24.04.25 to   KUALA LUMPUR,TR0000067934
0002000659,110003226.0,2025-04-16,-350.0,10130001.0,A73101,*Trip from 08.04.25 To  10.04.25 to   CIDB NEGERI,TR0000067945
0006000060,110003227.0,2025-04-16,-230.0,10120001.0,A73101,*Trip from 10.04.25 To  11.04.25 to   sabah,TR0000067947
0002000657,110003236.0,2025-04-16,-400.0,10130001.0,A73101,*Trip from 08.04.25 To  10.04.25 to   CIDB Negeri,TR0000067962
0002000925,110003247.0,2025-04-17,590.0,10200010.0,A73101,*Req.from  27.04.25 To  30.04.25 to   SUNWAY PUTRA,TR0000067966
0002000946,110003248.0,2025-04-17,390.0,10200002.0,A73101,*Req.from  20.04.25 To  22.04.25 to   ROYAL CHULAN,TR0000067968
0002000935,110003249.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067970
0002000949,110003250.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   Kuala Langat,TR0000067972
0002000943,110003251.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KULA,TR0000067974
0002000944,110003252.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067976
0002000930,110003253.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067978
0002000934,110003254.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067980
0002000952,110003255.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067982
0002000938,110003256.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067984
0002000937,110003257.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067986
0002000939,110003258.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH HULU,TR0000067988
0002000928,110003259.0,2025-04-17,427.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067990
0002000951,110003260.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067992
0002000929,110003261.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   Daerah Kuala,TR0000067994
0002000953,110003262.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067996
0002000936,110003263.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000067998
0002000940,110003264.0,2025-04-17,419.0,10200005.0,A73101,*Req.from  21.04.25 To  24.04.25 to   KUALA LANGAT,TR0000068000
0002000912,110003265.0,2025-04-17,350.0,10200005.0,A73101,*Req.from  28.04.25 To  30.04.25 to   SUNWAY PUTRA,TR0000068002
0002000857,110003267.0,2025-04-17,800.0,10200020.0,A73101,*Req.from  21.04.25 To  25.04.25 to   SRI AMAN,TR0000068004
0002000848,110003268.0,2025-04-17,800.0,10200020.0,A73101,*Req.from  21.04.25 To  25.04.25 to   Kuching ke S,TR0000068006
0002000871,110003269.0,2025-04-17,600.0,10200020.0,A73101,*Req.from  21.04.25 To  25.04.25 to   Sri Aman,TR0000068008
0002000875,110003276.0,2025-03-18,200.0,10200004.0,A73101,*Req.from  20.04.25 To  22.04.25 to   Royal Chulan,TR0000068016
0002000665,110003282.0,2025-04-18,-160.0,10200010.0,A73101,*Trip from 07.04.25 To  08.04.25 to   Pulau Pinang,TR0000068020
0002001002,110003287.0,2025-04-18,510.0,10130007.0,A73101,"*Req.from  20.04.25 To  22.04.25 to   Mettlach, Ge",TR0000068022
0002000697,110003288.0,2025-04-18,216.0,10130003.0,A73101,*Req.from  22.04.25 To  23.04.25 to   CIDB Negeri,TR0000068024
0002000933,110003289.0,2025-04-18,300.0,10130003.0,A73101,*Req.from  22.04.25 To  24.04.25 to   CIDB Negeri,TR0000068026
0002000974,110003318.0,2025-04-20,648.0,10200002.0,A73101,*Req.from  27.04.25 To  30.04.25 to   Kuala Lumpur,TR0000068059
0002000991,110003320.0,2025-04-21,500.0,10200004.0,A73101,*Req.from  27.04.25 To  01.05.25 to   SUNWAY PUTRA,TR0000068061
0002000859,110003325.0,2025-04-21,200.0,10130003.0,A73101,"*Req.from  22.04.25 To  24.04.25 to   JOHOR BAHRU,",TR0000068069
0008000100,110003345.0,2025-04-22,-800.0,10150009.0,A73101,*Trip from 14.04.25 To  17.04.25 to   Pej. CIDB Sa,TR0000068089
0002001009,110003368.0,2025-04-23,250.0,10130003.0,A73101,*Req.from  22.04.25 To  24.04.25 to   CIDB PULAU P,TR0000068110
0002001181,110003441.0,2025-04-29,750.0,10200030.0,A73101,"*Req.from  05.05.25 To  09.05.25 to   keningau, te",TR0000068212
0002001021,110003442.0,2025-04-29,700.0,10130001.0,A73101,*Req.from  28.04.25 To  01.05.25 to   CIDB SABAH,TR0000068214
0008000131,110003443.0,2025-04-29,750.0,10150009.0,A73101,*Req.from  12.05.25 To  15.05.25 to   KUCHING SARA,TR0000068216
0008000124,110003444.0,2025-04-29,550.0,10150009.0,A73101,"*Req.from  13.05.25 To  15.05.25 to   Kuching, Sar",TR0000068218
0008000123,110003445.0,2025-04-29,750.0,10150009.0,A73101,*Req.from  12.05.25 To  15.05.25 to   KUCHING SARA,TR0000068220
0008000120,110003446.0,2025-04-29,1000.0,10150009.0,A73101,*Req.from  03.05.25 To  08.05.25 to   abm timur,TR0000068222
0008000119,110003448.0,2025-04-29,1000.0,10150009.0,A73101,*Req.from  03.05.25 To  08.05.25 to   ABM WILAYAH,TR0000068226
0002000885,110003450.0,2025-04-29,-432.0,10200002.0,A73101,*Trip from 20.04.25 To  23.04.25 to   DAERAH KULIM,TR0000068230
0002001165,110003451.0,2025-04-29,750.0,10200030.0,A73101,"*Req.from  05.05.25 To  09.05.25 to   Keningau, ta",TR0000068232
0001000110,110003452.0,2025-04-29,1000.0,10110004.0,A73101,*Req.from  06.05.25 To  10.05.25 to   CIDB CAWANGA,TR0000068236
0001000114,110003454.0,2025-04-29,1000.0,10110004.0,A73101,*Req.from  06.05.25 To  10.05.25 to   SANDAKAN,TR0000068238
0008000132,110003456.0,2025-04-29,640.0,10150009.0,A73101,*Req.from  19.05.25 To  22.05.25 to   ABM WILAYAH,TR0000068242
0002000648,110003459.0,2025-04-29,-350.0,10130001.0,A73101,*Trip from 08.04.25 To  10.04.25 to   CIDB Negeri,TR0000068248
0008000121,110003461.0,2025-04-29,500.0,10150009.0,A73101,*Req.from  28.04.25 To  30.04.25 to   kota kinabal,TR0000068252
0008000133,110003474.0,2025-04-30,2000.0,10150009.0,A73101,*Req.from  02.05.25 To  11.05.25 to   BONN & COLOG,TR0000068264
0002001207,110003481.0,2025-04-30,400.0,10130003.0,A73101,*Req.from  13.05.25 To  15.05.25 to   CIDB Negeri,TR0000068266
0002001206,110003482.0,2025-04-30,400.0,10130003.0,A73101,*Req.from  13.05.25 To  15.05.25 to   PEJABAT CIDB,TR0000068268
0002001252,110003483.0,2025-04-30,648.0,10200012.0,A73101,"*Req.from  05.05.25 To  08.05.25 to   IDEAS Hotel,",TR0000068270
0002001204,110003484.0,2025-04-30,380.0,10130003.0,A73101,"*Req.from  06.05.25 To  08.05.25 to   Ayer Keroh,",TR0000068272
0002000933,110003496.0,2025-04-30,-300.0,10130003.0,A73101,*Trip from 22.04.25 To  24.04.25 to   CIDB Negeri,TR0000068290
0002000859,110003498.0,2025-04-30,-200.0,10130003.0,A73101,"*Trip from 22.04.25 To  24.04.25 to   JOHOR BAHRU,",TR0000068292
0002001255,110003506.0,2025-04-30,300.0,10130003.0,A73101,*Req.from  06.05.25 To  08.05.25 to   CIDB PAHANG,TR0000068298
0002001254,110003507.0,2025-04-30,300.0,10130003.0,A73101,*Req.from  06.05.25 To  08.05.25 to   PEJABAT CIDB,TR0000068300
0002000774,110003524.0,2025-04-30,-300.0,10200010.0,A73101,*Trip from 15.04.25 To  17.04.25 to   Daerah Raub,TR0000068324
0002000766,110003528.0,2025-04-30,-400.0,10200010.0,A73101,*Trip from 15.04.25 To  17.04.25 to   Raub Dan Ben,TR0000068332
0002000883,110003536.0,2025-04-30,-600.0,10200010.0,A73101,*Trip from 21.04.25 To  24.04.25 to   KUALA LUMPUR,TR0000068342
0002000934,110003581.0,2025-05-05,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068409
0002000848,110003592.0,2025-05-05,-800.0,10200020.0,A73101,*Trip from 21.04.25 To  25.04.25 to   Kuching ke S,TR0000068427
0002000871,110003593.0,2025-05-05,-600.0,10200020.0,A73101,*Trip from 21.04.25 To  25.04.25 to   Sri Aman,TR0000068429
0002000857,110003594.0,2025-05-05,-800.0,10200020.0,A73101,*Trip from 21.04.25 To  25.04.25 to   SRI AMAN,TR0000068431
0002000719,110003603.0,2025-05-05,-500.0,10200010.0,A73101,"*Trip from 15.04.25 To  18.04.25 to   GUANZHOU, CH",TR0000068441
0002000783,110003610.0,2025-05-05,-300.0,10200010.0,A73101,*Trip from 15.04.25 To  17.04.25 to   Bentong dan,TR0000068443
0002001307,110003611.0,2025-05-05,160.0,10200010.0,A73101,*Req.from  12.05.25 To  13.05.25 to   KLIA,TR0000068445
0002000797,110003613.0,2025-05-05,-600.0,10200002.0,A73101,*Trip from 20.04.25 To  23.04.25 to   DAERAH KULIM,TR0000068447
0002000882,110003614.0,2025-05-05,-300.0,10200002.0,A73101,"*Trip from 20.04.25 To  23.04.25 to   Kulim, Kedah",TR0000068449
0002000892,110003615.0,2025-05-05,-400.0,10200002.0,A73101,*Trip from 20.04.25 To  23.04.25 to   Daerah Kulim,TR0000068451
0002001287,110003621.0,2025-05-05,400.0,10200002.0,A73101,*Req.from  13.05.25 To  15.05.25 to   NEGERI PERLI,TR0000068459
0002000912,110003623.0,2025-05-06,-350.0,10200005.0,A73101,*Trip from 28.04.25 To  30.04.25 to   SUNWAY PUTRA,TR0000068463
0002000928,110003625.0,2025-05-06,-427.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068467
0002000952,110003634.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068483
0002000937,110003635.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068485
0002000953,110003636.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068487
0002000951,110003637.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068489
0002000930,110003639.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068493
0002000949,110003642.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   Kuala Langat,TR0000068499
0002000929,110003643.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   Daerah Kuala,TR0000068501
0002000940,110003644.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   KUALA LANGAT,TR0000068503
0002000939,110003645.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH HULU,TR0000068505
0002000935,110003647.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068509
0002000943,110003649.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068511
0002000944,110003650.0,2025-05-06,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068513
0002001250,110003660.0,2025-05-06,432.0,10200001.0,A73101,*Req.from  13.05.25 To  15.05.25 to   PADANG BESAR,TR0000068531
0002001269,110003661.0,2025-05-06,430.0,10200001.0,A73101,*Req.from  13.05.25 To  15.05.25 to   Perlis,TR0000068533
0001000123,110003695.0,2025-05-06,769.5,10110004.0,A73101,*Req.from  14.05.25 To  17.05.25 to   SARAWAK,TR0000068574
0002001275,110003696.0,2025-05-06,513.0,10130003.0,A73101,*Req.from  14.05.25 To  16.05.25 to   CIDB Negeri,TR0000068576
0002001265,110003697.0,2025-05-06,567.0,10130003.0,A73101,*Req.from  14.05.25 To  16.05.25 to   CIDB CAWANGA,TR0000068578
0002001282,110003698.0,2025-05-01,500.0,10130003.0,A73101,*Req.from  14.05.25 To  16.05.25 to   CIDB Cawanga,TR0000068580
0002001228,110003699.0,2025-05-07,2000.0,10200010.0,A73101,"*Req.from  12.05.25 To  20.05.25 to   AOTS, Tokyo",TR0000068582
0002000938,110003703.0,2025-05-07,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068588
0002000936,110003704.0,2025-05-07,-419.0,10200005.0,A73101,*Trip from 21.04.25 To  24.04.25 to   DAERAH KUALA,TR0000068590
0002000697,110003706.0,2025-05-07,-216.0,10130003.0,A73101,*Trip from 22.04.25 To  23.04.25 to   CIDB Negeri,TR0000068592
0008000138,110003718.0,2025-05-07,450.0,10150009.0,A73101,*Req.from  14.05.25 To  16.05.25 to   ABM Wilayah,TR0000068608
0008000127,110003719.0,2025-05-07,860.0,10150009.0,A73101,*Req.from  12.05.25 To  16.05.25 to   abm johor,TR0000068610
0004000114,110003720.0,2025-05-07,550.0,10170003.0,A73101,*Req.from  08.05.25 To  10.05.25 to   Sarawak,TR0000068612
0004000115,110003721.0,2025-05-07,430.0,10170003.0,A73101,*Req.from  08.05.25 To  10.05.25 to   ABM Sarawak,TR0000068614
0006000102,110003722.0,2025-05-07,600.0,10120003.0,A73101,*Req.from  12.05.25 To  15.05.25 to   CIDB TERENGG,TR0000068616
0006000073,110003735.0,2025-05-07,-250.0,10120002.0,A73101,*Trip from 16.04.25 To  18.04.25 to   CIDB MELAKA,TR0000068627
0002001009,110003764.0,2025-05-08,-250.0,10130003.0,A73101,*Trip from 22.04.25 To  24.04.25 to   CIDB PULAU P,TR0000068637
0002001356,110003781.0,2025-05-08,500.0,10200022.0,A73101,"*Req.from  10.05.25 To  15.05.25 to   KUCHING, SAR",TR0000068653
0002000822,110003789.0,2025-05-08,-600.0,10200023.0,A73101,*Trip from 21.04.25 To  25.04.25 to   KUCHING,TR0000068686
0002000843,110003794.0,2025-05-08,-600.0,10200023.0,A73101,*Trip from 21.04.25 To  25.04.25 to   Sri Simangga,TR0000068683
0006000103,110003832.0,2025-05-08,500.0,10120002.0,A73101,*Req.from  13.05.25 To  15.05.25 to   CIDB BINTULU,TR0000068728
0001000134,110003833.0,2025-05-08,648.0,10110004.0,A73101,*Req.from  13.05.25 To  16.05.25 to   CIDB Negeri,TR0000068730
0001000135,110003834.0,2025-05-08,630.0,10110004.0,A73101,*Req.from  13.05.25 To  16.05.25 to   JOHOR,TR0000068732
0002001315,110003839.0,2025-05-09,1000.0,10200021.0,A73101,*Req.from  11.05.25 To  16.05.25 to   KUCHING,TR0000068740
0002001316,110003840.0,2025-05-09,1000.0,10200021.0,A73101,*Req.from  10.05.25 To  16.05.25 to   Kuching,TR0000068742
0002001380,110003843.0,2025-05-09,1000.0,10200021.0,A73101,*Req.from  10.05.25 To  15.05.25 to   KUCHING,TR0000068748
0002001390,110003854.0,2025-05-09,1000.0,10200021.0,A73101,*Req.from  11.05.25 To  16.05.25 to   KUCHING,TR0000068752
0002001397,110003855.0,2025-05-09,1000.0,10200021.0,A73101,*Req.from  10.05.25 To  16.05.25 to   kuching,TR0000068754
0005000473,110003859.0,2025-05-09,-500.0,10200021.0,A73101,*Trip from 18.02.25 To  21.02.25 to   Kuching,TR0000068760
0004000116,110003863.0,2025-05-09,1500.0,10170003.0,A73101,"*Req.from  17.05.25 To  23.05.25 to   Osaka, Suzuk",TR0000068766
0004000117,110003864.0,2025-05-09,1500.0,10170003.0,A73101,*Req.from  17.05.25 To  23.05.25 to   Osaka,TR0000068768
0002001002,110003867.0,2025-05-09,-510.0,10130007.0,A73101,"*Trip from 20.04.25 To  22.04.25 to   Mettlach, Ge",TR0000068772
0002001255,110003871.0,2025-05-09,-300.0,10130003.0,A73101,*Trip from 06.05.25 To  08.05.25 to   CIDB PAHANG,TR0000068782
0002001254,110003872.0,2025-05-09,-300.0,10130003.0,A73101,*Trip from 06.05.25 To  08.05.25 to   PEJABAT CIDB,TR0000068784
0002000946,110003880.0,2025-05-13,-390.0,10200002.0,A73101,*Trip from 20.04.25 To  22.04.25 to   ROYAL CHULAN,TR0000068796
0002000880,110003927.0,2025-05-14,-400.0,10200002.0,A73101,"*Trip from 20.04.25 To  23.04.25 to   Kulim, Kedah",TR0000068834
0002001414,110003956.0,2025-05-14,238.5,10130001.0,A73101,"*Req.from  14.05.25 To  15.05.25 to   Kemaman, Ter",TR0000068858
0002001353,110003971.0,2025-05-14,500.0,10200020.0,A73101,*Req.from  20.05.25 To  23.05.25 to   SIBU,TR0000068876
0002001411,110003972.0,2025-05-14,500.0,10200020.0,A73101,*Req.from  20.05.25 To  23.05.25 to   Sibu,TR0000068878
0002001413,110003974.0,2025-05-14,500.0,10200020.0,A73101,"*Req.from  20.05.25 To  23.05.25 to   Sibu, Sarawa",TR0000068880
0002001021,110003978.0,2025-05-14,-700.0,10130001.0,A73101,*Trip from 28.04.25 To  01.05.25 to   CIDB SABAH,TR0000068882
0002001204,110003979.0,2025-05-14,-380.0,10130003.0,A73101,"*Trip from 06.05.25 To  08.05.25 to   Ayer Keroh,",TR0000068884
0002000875,110003991.0,2025-05-14,-200.0,10200004.0,A73101,*Trip from 20.04.25 To  22.04.25 to   Royal Chulan,TR0000068898
