Reference,Document Number,Posting Date,Amount in local currency,Funds Center,G/L Account,Text,Document Header Text
0002003929,110008640.0,2025-09-19,300.0,10200005.0,A73101,*Req.from  22.09.25 To  24.09.25 to   DAERAH HULU,TR0000074518
0002003927,110008641.0,2025-09-19,300.0,10200005.0,A73101,*Req.from  22.09.25 To  24.09.25 to   DAERAH HULU,TR0000074520
0002003928,110008642.0,2025-09-19,300.0,10200005.0,A73101,*Req.from  22.09.25 To  24.09.25 to   DAERAH HULU,TR0000074522
0002003978,110008645.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074528
0002003966,110008646.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074530
0002003968,110008647.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074534
0002003967,110008652.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074536
0002003982,110008653.0,2025-09-19,260.0,10200005.0,A73101,"*Req.from  24.09.25 To  26.09.25 to   PERAK, MALAY",TR0000074538
0002003991,110008654.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   Perak Manjun,TR0000074540
0002003965,110008655.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074542
0002003970,110008656.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074544
0002003979,110008657.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074546
0002003983,110008658.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074548
0002003969,110008659.0,2025-09-19,260.0,10200005.0,A73101,*Req.from  24.09.25 To  26.09.25 to   PERAK,TR0000074550
0003000139,110008662.0,2025-09-19,1100.0,10140008.0,A73101,"*Req.from  22.09.25 To  27.09.25 to   Seoul, Korea",TR0000074553
0002003973,110008670.0,2025-09-19,300.0,10200030.0,A73101,*Req.from  22.09.25 To  25.09.25 to   keningau,TR0000074559
0002003918,110008673.0,2025-09-21,300.0,10200002.0,A73101,*Req.from  28.09.25 To  01.10.25 to   HULU TERENGG,TR0000074565
0002003879,110008711.0,2025-09-22,-500.0,10200009.0,A73101,*Trip from 16.09.25 To  19.09.25,TR0000074617
0002003777,110008724.0,2025-09-22,513.0,10130003.0,A73101,*Req.from  24.09.25 To  26.09.25 to   CIDB Negeri,TR0000074631
0002003770,110008725.0,2025-09-22,550.0,10130003.0,A73101,*Req.from  24.09.25 To  26.09.25 to   CIDB CAWANGA,TR0000074633
0002003898,110008772.0,2025-09-23,500.0,10130003.0,A73101,*Req.from  24.09.25 To  26.09.25 to   CIDB TAWAU,TR0000074693
0002003905,110008773.0,2025-09-23,500.0,10130003.0,A73101,*Req.from  24.09.25 To  26.09.25 to   CIDB Cawanga,TR0000074695
0002003517,110008776.0,2025-09-23,-600.0,10200021.0,A73101,*Trip from 26.08.25 To  29.08.25 to   KUCHING,TR0000074700
0002003179,110008780.0,2025-09-23,-800.0,10200021.0,A73101,*Trip from 11.08.25 To  15.08.25 to   WPKL,TR0000074706
0002003522,110008782.0,2025-09-23,-700.0,10200021.0,A73101,*Trip from 26.08.25 To  30.08.25 to   Kuching,TR0000074708
0002003147,110008792.0,2025-09-24,-648.0,10200002.0,A73101,*Trip from 10.08.25 To  13.08.25 to   IBU PEJABAT,TR0000074716
0002003832,110008793.0,2025-09-24,-648.0,10200001.0,A73101,*Trip from 16.09.25 To  20.09.25 to   IBU PEJABAT,TR0000074718
0008000451,110008826.0,2025-09-24,-230.0,10150009.0,A73101,"*Trip from 07.09.25 To  08.09.25 to   UTHM & UTM,",TR0000074777
0002003710,110008841.0,2025-09-25,-400.0,10200023.0,A73101,"*Trip from 02.09.25 To  05.09.25 to   Kuching, Sar",TR0000074796
0002003709,110008842.0,2025-09-25,-400.0,10200023.0,A73101,*Trip from 02.09.25 To  05.09.25 to   KUCHING,TR0000074794
0008000377,110008846.0,2025-09-25,-300.0,10150008.0,A73101,*Trip from 20.08.25 To  23.08.25 to   Kota Kinabal,TR0000074808
0005001017,110008849.0,2025-09-25,510.0,10160001.0,A73101,"*Req.from  27.09.25 To  02.10.25 to   Tallin, Esto",TR0000074806
0005000399,110008869.0,2025-09-25,-720.0,10200003.0,A73101,*Req.from  17.02.25 To  21.02.25 to   CIDB NEGERI,TR0000074828
0005000413,110008871.0,2025-09-25,-720.0,10200003.0,A73101,*Req.from  17.02.25 To  21.02.25 to   CIDB PERAK,TR0000074830
0008000470,110008904.0,2025-09-26,432.0,10150009.0,A73101,*Req.from  24.09.25 To  26.09.25 to   CIDB TECHNOL,TR0000074880
0002004155,110008908.0,2025-09-26,300.0,10200007.0,A73101,*Req.from  29.09.25 To  01.10.25 to   Johor Bahru,TR0000074886
0002004147,110008924.0,2025-09-28,430.0,10200011.0,A73101,*Req.from  29.09.25 To  01.10.25 to   HULU TERENGG,TR0000074906
0002004127,110008925.0,2025-09-28,430.0,10200011.0,A73101,*Req.from  29.09.25 To  01.10.25 to   Hulu Terengg,TR0000074908
0002004134,110008926.0,2025-09-28,300.0,10200011.0,A73101,*Req.from  29.09.25 To  01.10.25 to   Daerah Hulu,TR0000074910
0002004162,110008927.0,2025-09-28,430.0,10200011.0,A73101,*Req.from  29.09.25 To  01.10.25 to   hulu terengg,TR0000074912
0002004165,110008928.0,2025-09-28,430.0,10200011.0,A73101,*Req.from  29.09.25 To  01.10.25 to   HULU TERENGG,TR0000074914
0008000453,110008962.0,2025-09-28,-648.0,10150009.0,A73101,*Trip from 16.09.25 To  19.09.25 to   JOHOR BAHRU,TR0000074955
0002003772,110008966.0,2025-09-29,-320.0,10200010.0,A73101,*Trip from 08.09.25 To  10.09.25 to   PERAK,TR0000074963
0002002578,110008968.0,2025-09-29,-850.0,10200007.0,A73101,*Trip from 16.07.25 To  19.07.25 to   PEJABAT CIDB,TR0000074965
0005001038,110008988.0,2025-09-29,477.0,10120004.0,A73101,*Req.from  30.09.25 To  02.10.25 to   ABM WILAYAH,TR0000074973
0002003245,110008999.0,2025-09-29,-700.0,10130007.0,A73101,*Trip from 14.08.25 To  17.08.25 to   Bangkok,TR0000074989
0006000293,110009049.0,2025-09-30,-500.0,10120002.0,A73101,*Trip from 08.09.25 To  10.09.25 to   cidb miri,TR0000075021
0002004278,110009067.0,2025-10-01,600.0,10200002.0,A73101,*Req.from  13.10.25 To  16.10.25 to   Bandar Bahar,TR0000075051
0002004279,110009068.0,2025-10-01,650.0,10200002.0,A73101,"*Req.from  12.10.25 To  16.10.25 to   BANDAR BARU,",TR0000075053
0002004336,110009069.0,2025-10-01,500.0,10200002.0,A73101,*Req.from  13.10.25 To  16.10.25 to   Bandar Bahar,TR0000075055
0002004344,110009070.0,2025-10-01,600.0,10200002.0,A73101,*Req.from  13.10.25 To  16.10.25 to   bandar bahar,TR0000075057
0002003973,110009081.0,2025-10-01,-300.0,10200030.0,A73101,*Trip from 22.09.25 To  25.09.25 to   keningau,TR0000075075
0002003930,110009097.0,2025-10-01,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075095
0002003966,110009098.0,2025-10-01,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075097
0002003860,110009099.0,2025-10-01,-350.0,10200005.0,A73101,*Trip from 23.09.25 To  25.09.25 to   JOHOR BAHRU,TR0000075101
0002003862,110009100.0,2025-10-01,-350.0,10200005.0,A73101,"*Trip from 23.09.25 To  25.09.25 to   Johor Bahru,",TR0000075103
0002003927,110009107.0,2025-10-01,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075107
0002003983,110009108.0,2025-10-01,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075109
0002003937,110009109.0,2025-10-01,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075111
0002003970,110009112.0,2025-10-01,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075119
0005000974,110009128.0,2025-10-01,-400.0,10120004.0,A73101,*Trip from 28.08.25 To  30.08.25 to   Kota Kinabal,TR0000075132
0005000990,110009129.0,2025-10-01,-500.0,10120004.0,A73101,*Trip from 24.08.25 To  27.08.25 to   Jakarta,TR0000075132
0008000470,110009143.0,2025-10-01,-432.0,10150009.0,A73101,*Trip from 24.09.25 To  26.09.25 to   CIDB TECHNOL,TR0000075148
0002003462,110009157.0,2025-09-23,-800.0,10200032.0,A73101,*Trip from 13.09.25 To  20.09.25 to   KUALA LUMPUR,TR0000075168
0006000342,110009189.0,2025-10-03,200.0,10120001.0,A73101,*Req.from  06.10.25 To  07.10.25 to   Johor,TR0000075195
0004000435,110009190.0,2025-10-03,550.0,10170004.0,A73101,*Req.from  06.10.25 To  08.10.25 to   kota kinabal,TR0000075197
0006000331,110009191.0,2025-10-03,500.0,10120002.0,A73101,*Req.from  06.10.25 To  08.10.25 to   cidb kuching,TR0000075199
0008000499,110009192.0,2025-10-03,300.0,10150008.0,A73101,*Req.from  06.10.25 To  08.10.25 to   Sabah,TR0000075201
0002004340,110009221.0,2025-10-06,800.0,10200020.0,A73101,*Req.from  13.10.25 To  17.10.25 to   LIMBANG & LA,TR0000075213
0002003833,110009223.0,2025-10-06,-500.0,10200010.0,A73101,"*Trip from 20.09.25 To  26.09.25 to   CHAOZHOU, GU",TR0000075215
0002004391,110009235.0,2025-10-06,400.0,10200032.0,A73101,*Req.from  06.10.25 To  08.10.25 to   KOTA KINABAL,TR0000075227
0002004147,110009248.0,2025-10-06,-430.0,10200011.0,A73101,*Trip from 29.09.25 To  01.10.25 to   HULU TERENGG,TR0000075237
0002003928,110009249.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075239
0002003945,110009250.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075241
0002003942,110009251.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075243
0002003951,110009252.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075245
0002003932,110009253.0,2025-10-07,-280.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075247
0002003941,110009255.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   Daerah Hulu,TR0000075249
0002003969,110009256.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075251
0002003982,110009257.0,2025-10-07,-260.0,10200005.0,A73101,"*Trip from 24.09.25 To  26.09.25 to   PERAK, MALAY",TR0000075253
0002003965,110009258.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075255
0002003968,110009259.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075257
0002003967,110009260.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075259
0002003991,110009261.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   Perak Manjun,TR0000075261
0002003978,110009262.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075263
0002003979,110009263.0,2025-10-07,-260.0,10200005.0,A73101,*Trip from 24.09.25 To  26.09.25 to   PERAK,TR0000075267
0004000442,110009264.0,2025-10-06,513.0,10170004.0,A73101,*Req.from  06.10.25 To  08.10.25 to   Citadine Wat,TR0000075266
0004000436,110009265.0,2025-10-06,330.0,10170004.0,A73101,*Req.from  06.10.25 To  08.10.25 to   Kota Kinabal,TR0000075269
0002003931,110009267.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAerah Hulu,TR0000075273
0002003929,110009268.0,2025-10-07,-300.0,10200005.0,A73101,*Trip from 22.09.25 To  24.09.25 to   DAERAH HULU,TR0000075276
0008000490,110009293.0,2025-10-07,430.0,10150009.0,A73101,*Req.from  08.10.25 To  10.10.25 to   Port dickson,TR0000075300
0001000378,110009294.0,2025-10-07,1800.0,10110001.0,A73101,*Req.from  10.10.25 To  19.10.25 to   Dubrovnik,TR0000075302
0002004446,110009307.0,2025-10-07,235.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000075326
0002004428,110009308.0,2025-10-07,216.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   Sekitar Daer,TR0000075328
0002004441,110009309.0,2025-10-07,150.0,10130003.0,A73101,"*Req.from  09.10.25 To  10.10.25 to   SHAH ALAM, S",TR0000075330
0002004430,110009310.0,2025-10-07,150.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   CIDB Selango,TR0000075332
0002004444,110009311.0,2025-10-07,235.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000075334
0002004442,110009312.0,2025-10-07,150.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000075336
0002004440,110009313.0,2025-10-07,235.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   Shah Alam,TR0000075338
0002004453,110009315.0,2025-10-07,121.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000075340
0002004454,110009316.0,2025-10-07,150.0,10130003.0,A73101,*Req.from  09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000075342
0002003770,110009329.0,2025-10-07,-550.0,10130003.0,A73101,*Trip from 24.09.25 To  26.09.25 to   CIDB CAWANGA,TR0000075348
0002003849,110009359.0,2025-10-08,-800.0,10200004.0,A73101,*Trip from 22.09.25 To  26.09.25 to   SEKITAR NEGE,TR0000075388
0001000391,110009372.0,2025-10-08,216.0,10110004.0,A73101,*Req.from  12.10.25 To  13.10.25 to   CIDB Negeri,TR0000075406
0004000388,110009393.0,2025-10-08,-150.0,10170003.0,A73101,"*Trip from 19.09.25 To  21.09.25 to   Adya Hotel,",TR0000075430
0002004411,110009401.0,2025-10-09,700.0,10200021.0,A73101,*Req.from  13.10.25 To  17.10.25 to   Limbang & La,TR0000075444
0002003855,110009410.0,2025-10-09,-380.0,10200004.0,A73101,*Trip from 24.09.25 To  26.09.25 to   MANJUNG,TR0000075452
0002004463,110009411.0,2025-10-09,400.0,10200012.0,A73101,*Req.from  13.10.25 To  15.10.25 to   CIDB NEGERI,TR0000075454
0002003848,110009412.0,2025-10-09,-380.0,10200004.0,A73101,*Trip from 24.09.25 To  26.09.25 to   sekitar nege,TR0000075456
0002004434,110009434.0,2025-10-09,500.0,10200004.0,A73101,"*Req.from  13.10.25 To  16.10.25 to   PERAK, PULAU",TR0000075498
0002004466,110009435.0,2025-10-09,640.0,10200004.0,A73101,*Req.from  13.10.25 To  16.10.25 to   SEKITAR NEGE,TR0000075500
0002004413,110009445.0,2025-10-09,500.0,10200001.0,A73101,*Req.from  14.10.25 To  19.10.25 to   JURONG CITY,TR0000075514
0004000459,110009468.0,2025-10-10,200.0,10170003.0,A73101,*Req.from  12.10.25 To  14.10.25 to   Trove Hotel,TR0000075545
0008000505,110009470.0,2025-10-10,200.0,10150009.0,A73101,*Req.from  13.10.25 To  14.10.25 to   CIDB NEGERI,TR0000075549
0002004503,110009478.0,2025-10-10,800.0,10200021.0,A73101,*Req.from  13.10.25 To  17.10.25 to   Limbang & La,TR0000075561
0002004391,110009521.0,2025-10-10,-400.0,10200032.0,A73101,*Trip from 06.10.25 To  08.10.25 to   KOTA KINABAL,TR0000075581
0002004134,110009538.0,2025-10-12,-300.0,10200011.0,A73101,*Trip from 29.09.25 To  01.10.25 to   Daerah Hulu,TR0000075595
0002004162,110009543.0,2025-10-12,-430.0,10200011.0,A73101,*Trip from 29.09.25 To  01.10.25 to   hulu terengg,TR0000075599
0002004127,110009546.0,2025-10-12,-430.0,10200011.0,A73101,*Trip from 29.09.25 To  01.10.25 to   Hulu Terengg,TR0000075601
0002004165,110009558.0,2025-10-12,-430.0,10200011.0,A73101,*Trip from 29.09.25 To  01.10.25 to   HULU TERENGG,TR0000075609
0005001038,110009563.0,2025-10-13,-477.0,10120004.0,A73101,*Trip from 30.09.25 To  02.10.25 to   ABM WILAYAH,TR0000075619
0002004420,110009564.0,2025-10-13,400.0,10200032.0,A73101,*Req.from  12.10.25 To  14.10.25 to   ACAPELLA HOT,TR0000075621
0002003898,110009640.0,2025-10-13,-500.0,10130003.0,A73101,*Trip from 24.09.25 To  26.09.25 to   CIDB TAWAU,TR0000075683
0004000435,110009696.0,2025-10-14,-550.0,10170004.0,A73101,*Trip from 06.10.25 To  08.10.25 to   kota kinabal,TR0000075737
0006000342,110009697.0,2025-10-14,-200.0,10120001.0,A73101,*Trip from 06.10.25 To  07.10.25 to   Johor,TR0000075739
0002003268,110009710.0,2025-10-14,-1000.0,10130001.0,A73101,*Trip from 08.09.25 To  12.09.25 to   Kapit Sarawa,TR0000075757
0001000280,110009761.0,2025-10-15,-432.0,10110004.0,A73101,*Trip from 12.08.25 To  14.08.25 to   CIDB Negeri,TR0000075810
0002003777,110009766.0,2025-10-15,-513.0,10130003.0,A73101,*Trip from 24.09.25 To  26.09.25 to   CIDB Negeri,TR0000075820
0002003905,110009767.0,2025-10-15,-500.0,10130003.0,A73101,*Trip from 24.09.25 To  26.09.25 to   CIDB Cawanga,TR0000075822
0002004529,110009771.0,2025-10-15,1350.0,10130007.0,A73101,"*Req.from  16.10.25 To  22.10.25 to   Shandong, Ch",TR0000075830
0004000462,110009778.0,2025-10-16,432.0,10170004.0,A73101,*Req.from  20.10.25 To  22.10.25 to   Capri By Fra,TR0000075842
0004000461,110009779.0,2025-10-16,300.0,10170004.0,A73101,*Req.from  20.10.25 To  22.10.25 to   JOHOR BAHRU,TR0000075845
0004000450,110009780.0,2025-10-16,238.0,10170004.0,A73101,*Req.from  20.10.25 To  21.10.25 to   johor bharu,TR0000075847
0008000528,110009781.0,2025-10-16,200.0,10150008.0,A73101,*Req.from  20.10.25 To  21.10.25 to   Johor,TR0000075849
0001000401,110009782.0,2025-10-16,250.0,10110004.0,A73101,*Req.from  27.10.25 To  28.10.25 to   CIDB BINTULU,TR0000075851
0002004462,110009783.0,2025-10-16,500.0,10130003.0,A73101,*Req.from  29.10.25 To  31.10.25 to   CIDB Negeri,TR0000075853
0002004449,110009784.0,2025-10-16,500.0,10130003.0,A73101,*Req.from  29.10.25 To  31.10.25 to   CIDB Negeri,TR0000075855
0004000259,110009792.0,2025-10-16,-1500.0,10170004.0,A73101,"*Trip from 19.07.25 To  27.07.25 to   Shanghai, Gu",TR0000075871
0003000147,110009793.0,2025-10-16,-1500.0,10140007.0,A73101,*Trip from 19.07.25 To  27.07.25 to   Guangzhou &,TR0000075873
0001000391,110009813.0,2025-10-16,-216.0,10110004.0,A73101,*Trip from 12.10.25 To  13.10.25 to   CIDB Negeri,TR0000075897
0002003464,110009856.0,2025-10-17,-400.0,10200021.0,A73101,*Trip from 24.08.25 To  26.08.25 to   KUCHING,TR0000075943
0002004420,110009860.0,2025-10-17,-400.0,10200032.0,A73101,*Trip from 12.10.25 To  15.10.25 to   ACAPELLA HOT,TR0000075945
0002003702,110009862.0,2025-10-17,-1200.0,10200021.0,A73101,*Trip from 01.09.25 To  07.09.25 to   Kuching,TR0000075947
0002004681,110009880.0,2025-10-17,1015.0,10200022.0,A73101,"*Req.from  16.10.25 To  19.10.25 to   SHANDONG, CH",TR0000075953
0002003703,110009881.0,2025-10-17,-1200.0,10200021.0,A73101,*Trip from 01.09.25 To  07.09.25 to   kuching,TR0000075929
0002004569,110009887.0,2025-10-17,350.0,10200020.0,A73101,"*Req.from  20.10.25 To  23.10.25 to   Betong, Sri",TR0000075959
0002004568,110009888.0,2025-10-17,600.0,10200020.0,A73101,"*Req.from  20.10.25 To  23.10.25 to   Betong,Sri A",TR0000075961
0002004571,110009889.0,2025-10-17,550.0,10200020.0,A73101,"*Req.from  20.10.25 To  25.10.25 to   BETONG,SRI A",TR0000075963
0002004584,110009890.0,2025-10-17,800.0,10200020.0,A73101,"*Req.from  20.10.25 To  25.10.25 to   Betong, Sri",TR0000075965
0002004573,110009891.0,2025-10-17,800.0,10200020.0,A73101,"*Req.from  20.10.25 To  25.10.25 to   BETONG, SRI",TR0000075967
0002004576,110009892.0,2025-10-17,800.0,10200020.0,A73101,*Req.from  20.10.25 To  25.10.25 to   BETONG SRI A,TR0000075969
0002004588,110009893.0,2025-10-17,600.0,10200020.0,A73101,*Req.from  20.10.25 To  23.10.25 to   Betong,TR0000075971
0002004694,110009895.0,2025-10-17,477.0,10200032.0,A73101,*Req.from  22.10.25 To  24.10.25 to   PERAK,TR0000075973
0002004279,110009938.0,2025-10-21,-650.0,10200002.0,A73101,"*Trip from 12.10.25 To  16.10.25 to   BANDAR BARU,",TR0000076019
0002004791,110009941.0,2025-10-21,300.0,10200002.0,A73101,*Req.from  24.10.25 To  27.10.25 to   SEKITAR PULA,TR0000076025
0002004353,110009943.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH SABAK,TR0000076029
0002004767,110009944.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   Kuala Selang,TR0000076031
0002004756,110009945.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   Daerah Sabak,TR0000076033
0002004753,110009947.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076037
0002004739,110009948.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076039
0002004772,110009949.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076041
0002004777,110009950.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076043
0002004802,110009951.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   Daerah Kuala,TR0000076045
0002004738,110009952.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH SABAK,TR0000076047
0002004740,110009953.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076049
0002004784,110009954.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   KUALA SELANG,TR0000076051
0002004764,110009955.0,2025-10-22,165.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076053
0002004803,110009956.0,2025-10-22,150.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   DAERAH KUALA,TR0000076055
0002004807,110009957.0,2025-10-22,150.0,10200005.0,A73101,*Req.from  27.10.25 To  29.10.25 to   KUALA SELANG,TR0000076057
0002003918,110009969.0,2025-10-22,-300.0,10200002.0,A73101,*Trip from 28.09.25 To  02.10.25 to   HULU TERENGG,TR0000076081
0002004278,110009987.0,2025-10-23,-600.0,10200002.0,A73101,*Trip from 13.10.25 To  16.10.25 to   Bandar Bahar,TR0000076089
0002004598,110010002.0,2025-10-23,300.0,10200032.0,A73101,"*Req.from  23.10.25 To  27.10.25 to   gopeng,perak",TR0000076115
0002004453,110010012.0,2025-10-23,-121.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000076129
0002004454,110010013.0,2025-10-23,-150.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000076131
0002004441,110010014.0,2025-10-23,-150.0,10130003.0,A73101,"*Trip from 09.10.25 To  10.10.25 to   SHAH ALAM, S",TR0000076133
0002004430,110010019.0,2025-10-23,-150.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   CIDB Selango,TR0000076139
0002004444,110010027.0,2025-10-23,-235.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000076149
0002004840,110010064.0,2025-10-26,400.0,10200002.0,A73101,*Req.from  26.10.25 To  28.10.25 to   Langkawi,TR0000076187
0002004851,110010065.0,2025-10-26,400.0,10200002.0,A73101,*Req.from  26.10.25 To  28.10.25 to   DAERAH LANGK,TR0000076189
0003000221,110010079.0,2025-10-27,-500.0,10140008.0,A73101,"*Trip from 14.09.25 To  19.09.25 to   Dili, Timor-",TR0000076201
0002003733,110010089.0,2025-10-27,-100.0,10200010.0,A73101,*Trip from 08.09.25 To  10.09.25 to   CIDB Perak,TR0000076213
0002004413,110010101.0,2025-10-27,-500.0,10200001.0,A73101,*Trip from 14.10.25 To  19.10.25 to   JURONG CITY,TR0000076231
0002004442,110010102.0,2025-10-27,-150.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000076235
0002004428,110010116.0,2025-10-27,-216.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   Sekitar Daer,TR0000076251
0002004440,110010117.0,2025-10-27,-235.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   Shah Alam,TR0000076253
0008000393,110010157.0,2025-10-28,-1560.0,10150009.0,A73101,"*Trip from 23.08.25 To  31.08.25 to   manila, phil",TR0000076299
0008000505,110010158.0,2025-10-27,-200.0,10150009.0,A73101,*Trip from 13.10.25 To  14.10.25 to   CIDB NEGERI,TR0000076301
0002004446,110010162.0,2025-10-28,-235.0,10130003.0,A73101,*Trip from 09.10.25 To  10.10.25 to   CIDB SELANGO,TR0000076309
0002004791,110010168.0,2025-10-28,-300.0,10200002.0,A73101,*Trip from 24.10.25 To  27.10.25 to   SEKITAR PULA,TR0000076321
0002004929,110010186.0,2025-10-28,800.0,10200010.0,A73101,*Req.from  03.11.25 To  07.11.25 to   CIDB NEGERI,TR0000076351
0002004434,110010200.0,2025-10-29,-500.0,10200004.0,A73101,"*Trip from 13.10.25 To  16.10.25 to   PERAK, PULAU",TR0000076369
0002004466,110010232.0,2025-10-29,-640.0,10200004.0,A73101,*Trip from 13.10.25 To  16.10.25 to   SEKITAR NEGE,TR0000076405
0008000528,110010240.0,2025-10-29,-200.0,10150008.0,A73101,*Trip from 20.10.25 To  21.10.25 to   Johor,TR0000076421
0008000499,110010244.0,2025-10-29,-300.0,10150008.0,A73101,*Trip from 06.10.25 To  08.10.25 to   Sabah,TR0000076428
0002004598,110010246.0,2025-10-29,-300.0,10200032.0,A73101,"*Trip from 23.10.25 To  27.10.25 to   gopeng,perak",TR0000076430
0008000553,110010253.0,2025-10-29,250.0,10150008.0,A73101,*Req.from  03.11.25 To  05.11.25 to   Kelantan,TR0000076438
0001000424,110010254.0,2025-10-29,250.0,10110004.0,A73101,*Req.from  06.11.25 To  07.11.25 to   CIDB CAW TAW,TR0000076440
0002004912,110010255.0,2025-10-30,300.0,10200032.0,A73101,*Req.from  30.10.25 To  01.11.25 to   KUALA LUMPUR,TR0000076442
0002004816,110010357.0,2025-10-31,800.0,10130007.0,A73101,"*Req.from  09.11.25 To  14.11.25 to   Fuzhou, Tang",TR0000076528
